team,games_played,possessions,frequency,points_per_poss,points,fg_made,fg_att,fg_perc,eff_fg_perc,ft_freq,tov_freq,sf_freq,and1_freq,score_freq,percentile,season,playtype,offdef,teamcode,Team,CONF,DIV,GP,PPG,OPPPPG,AVGPTDIFF,PACE,oEFF,dEFF,EFFDIFF,SOS,SCHEDADJRATING,CONSISTENCYRATING,ADJ4FACTORS,WINS,LOSSES,WINPerc,EWINPerc,PROJWINPerc,AchievementLevel,Season,MIN,OffRtg,DefRtg,NetRtg,ASTPerc,ASTToTO,ASTRatio,OREBPerc,DREBPerc,REBPerc,TOVPerc,eFGPerc,TSPerc,PIE,Playoff
DEN,65,22.3,20.1,1.03,22.9,8,20,39.3,52.7,5.1,5,4.8,1.1,39.5,55.2,2019,spotup,offense,DEN2019,DEN,West,Northwest,65,110.4,107.4,3,97.2,112.5,109.5,3,-0.3,2.7,12.4,0.005,43,22,0.662,0.596,0.599,0.066,2019,3150,112,108.9,3.1,63.4,1.94,19,29.4,72.8,51,13.9,53.2,56.4,52,1
LAC,64,21.9,19.1,1.06,23.2,8,20,39.7,54.5,3.6,5.4,3.3,0.9,39,89.7,2019,spotup,offense,LAC2019,LAC,West,Pacific,64,116.2,109.7,6.5,101.7,113.6,107.3,6.3,-0.11,6.19,15.2,0.053,44,20,0.688,0.661,0.714,0.027,2019,3087,112.9,106.6,6.4,57.3,1.61,16.9,28.4,73.4,51.5,14.4,53.2,57.4,53.1,1
MEM,65,22.7,19.8,1,22.8,8,20,39.8,52.4,5.6,7.5,5.3,0.9,39.4,41.4,2019,spotup,offense,MEM2019,MEM,West,Southwest,65,112.6,113.7,-1.1,102.8,109.4,110.5,-1.1,0.33,-0.77,15.7,0.026,32,33,0.492,0.472,0.464,0.02,2019,3125,108.9,109.9,-1,63.2,1.77,18.8,27.4,73,50.7,14.8,53,56.1,50.8,0
MIA,65,21.4,19.6,1.04,22.3,7.5,19,38.8,53.9,4.1,5.9,3.9,0.8,38.3,79.3,2019,spotup,offense,MIA2019,MIA,East,Southeast,65,112.2,108.9,3.3,98.4,112.9,109.7,3.2,-0.41,2.79,12.8,0.054,41,24,0.631,0.599,0.609,0.032,2019,3165,112.2,109.2,3,65.6,1.74,18.8,25.9,75.6,51.6,14.9,54.9,58.7,52.6,0
IND,65,20.9,19.2,1.03,21.5,7.7,19,40.4,53.2,3.8,5.8,3.5,0.8,39.8,65.5,2019,spotup,offense,IND2019,IND,East,Central,65,109.3,107.4,1.9,98.5,110.3,108.3,2,-0.67,1.33,14.2,0.013,39,26,0.6,0.556,0.563,0.044,2019,3140,109.7,107.7,2,61.5,1.98,18.9,24.6,72.1,49,13.2,53.3,56.5,51.9,1
CLE,65,21.2,18.9,1,21.2,7.3,19,38,52.7,3.4,6.8,3.1,0.6,37.1,37.9,2019,spotup,offense,CLE2019,CLE,East,Central,65,106.9,114.8,-7.9,98.7,107.5,115.4,-7.9,0.23,-7.67,14.4,-0.014,19,46,0.292,0.292,0.24,0,2019,3145,106.9,114.8,-7.9,57.3,1.4,16.8,29.6,73.8,51.2,16.5,52.2,55.3,45.3,0
NYK,66,22.5,19.9,0.92,20.8,7.2,21,34.9,46.9,4.4,5.3,4.2,0.9,35.2,6.9,2019,spotup,offense,NYK2019,NYK,East,Atlantic,66,105.8,112.3,-6.5,98.6,106.5,113,-6.5,0.83,-5.67,14.1,-0.045,21,45,0.318,0.322,0.286,-0.004,2019,3193,105.9,112.4,-6.5,55.2,1.54,16,30,74.2,51.3,14.3,50.1,53.1,46.1,0
LAL,63,20.7,18.4,1.04,21.6,7.4,19,39.7,53.7,4.4,6.1,4.3,1,39.3,72.4,2019,spotup,offense,LAL2019,LAL,West,Pacific,63,114.3,106.9,7.4,100.9,113,105.6,7.4,-0.37,7.03,13.1,0.058,49,14,0.778,0.714,0.744,0.064,2019,3034,112.6,105.5,7.1,60.3,1.71,18.3,28.4,73.4,51.4,14.9,54.8,57.7,54.9,0
BOS,64,21.8,19.3,0.97,21.2,7.4,19,38.1,50.4,5,6.9,4.2,0.8,37.9,27.6,2019,spotup,offense,BOS2019,BOS,East,Atlantic,64,113,106.8,6.2,99.2,112.9,106.8,6.1,-0.82,5.28,11.8,0.013,43,21,0.672,0.697,0.704,-0.025,2019,3097,112.3,106.2,6.1,55.4,1.67,16.6,28.4,73.2,50.9,13.6,52.9,56.7,53.1,1
GSW,65,21.6,19.3,0.95,20.6,7.2,19,37.4,48.6,6.4,6.5,6.3,1.5,38.1,17.2,2019,spotup,offense,GSW2019,GSW,West,Pacific,65,106.3,115,-8.7,100.3,105.2,113.8,-8.6,0.82,-7.78,14.3,-0.097,15,50,0.231,0.274,0.214,-0.043,2019,3145,104.4,113,-8.6,66.3,1.72,18.2,25.5,72.2,48.1,14.6,49.7,54,46.2,1
POR,66,18.9,16.8,1.05,19.8,7,18,39.4,54,2.5,4.6,2.6,0.7,38.6,82.8,2019,spotup,offense,POR2019,POR,West,Northwest,66,113.6,115.2,-1.6,100.4,112.8,114.3,-1.5,0.28,-1.22,12.9,0.008,29,37,0.439,0.454,0.447,-0.015,2019,3178,112,113.6,-1.5,48.2,1.55,15,26.3,71,49.1,12.8,53,56.6,48.3,1
ORL,65,20.6,18.7,0.92,18.9,6.6,19,35.2,46.8,4.6,5.5,4.3,1.4,35.2,3.4,2019,spotup,offense,ORL2019,ORL,East,Southeast,65,106.4,107.3,-0.9,98.3,108,109,-1,0.52,-0.48,14,-0.068,30,35,0.462,0.472,0.47,-0.01,2019,3125,107.5,108.7,-1.2,61.1,1.9,17.6,26.8,74.8,49.9,12.7,50.3,54,49.8,1
DET,82,12.6,11.9,1.03,12.9,4.7,9.2,50.9,56.9,13.8,14.7,12.4,2.2,48.2,100,2015,transition,defense,DET2015,DET,East,Central,82,102,101.4,0.6,95.1,106.2,105.5,0.7,0.25,0.95,12.9,-0.006,44,38,0.537,0.52,0.522,0.015,2015,3976,105.3,104.9,0.3,51.2,1.44,14.8,31.3,75.3,52.1,14,49.1,52.2,48.6,0
CHA,82,13,12.2,1.07,13.9,5.2,10.1,51.7,56.9,13.7,11.6,12.6,2.9,50.2,75.9,2015,transition,defense,CHA2015,CHA,East,Southeast,82,103.4,100.7,2.7,95.7,107.2,104.3,2.9,-0.92,1.98,14,-0.003,48,34,0.585,0.589,0.582,0.003,2015,3971,106.4,103.7,2.7,58.6,1.73,16.7,24.4,75.4,49.9,12.9,50.2,54.5,51.1,0
SAS,82,13.5,12.9,1.04,14,5.3,10,52.8,58.2,13,14.7,11.5,2.1,49.2,89.7,2015,transition,defense,SAS2015,SAS,West,Southwest,82,103.5,92.9,10.6,93.7,110.3,99,11.3,-2.23,9.07,14.6,0.062,67,15,0.817,0.849,0.781,0.036,2015,3941,109.3,98.2,11.1,61.1,1.88,18.8,26.6,74.6,51.6,13.8,52.6,56.4,57.8,1
LAC,82,13.6,12.4,1.06,14.4,5.2,10.1,51.2,56.5,16.1,12.8,14.1,3.3,50.1,82.8,2015,transition,defense,LAC2015,LAC,West,Pacific,82,104.5,100.2,4.3,95.8,108.3,103.9,4.4,0.75,5.15,13.2,0.03,53,29,0.646,0.642,0.631,0.015,2015,3966,107.2,102.7,4.5,59.6,1.76,17.4,23.4,69.7,47.2,13.3,52.4,55.6,53.3,1
ATL,82,13.8,12.4,1.06,14.6,5.4,10.6,51.2,56.1,13.2,12.1,11.4,2.2,49.7,86.2,2015,transition,defense,ATL2015,ATL,East,Southeast,82,102.6,99.1,3.5,97,105,101.4,3.6,-0.69,2.91,13.9,0.031,48,34,0.585,0.615,0.602,-0.017,2015,3966,104.6,100.8,3.9,66.3,1.71,19,23.4,69.8,47.4,15.2,51.6,55.2,52.8,1
NOP,82,13,12.1,1.13,14.7,5.3,9.6,55.5,62,15.2,14.5,13.5,3.4,52.4,34.5,2015,transition,defense,NOP2015,NOP,West,Southwest,82,102.7,106.5,-3.8,96.8,105.6,109.5,-3.9,0.65,-3.25,11.5,-0.044,30,52,0.366,0.375,0.367,-0.001,2015,3956,104.8,108.4,-3.7,57.7,1.65,16.8,25.2,74.8,49.3,13.7,49.8,53.7,47.2,1
POR,82,13.9,12.8,1.09,15.1,5.3,10.2,51.7,58.4,16.8,12.5,14.9,3.3,50.2,58.6,2015,transition,defense,POR2015,POR,West,Northwest,82,105.1,104.3,0.8,96,108.8,108,0.8,-0.52,0.28,14,0.03,44,38,0.537,0.526,0.523,0.014,2015,3961,107.6,106.8,0.8,55.2,1.46,16,29.4,72.8,51,15,51.1,54.8,49.3,1
UTA,82,14,13.6,1.08,15.1,5.8,10.5,54.8,59.2,14.3,13.6,11.8,2.9,51.7,69,2015,transition,defense,UTA2015,UTA,West,Northwest,82,97.7,95.9,1.8,91,105.9,104,1.9,-0.1,1.8,14.9,0.029,40,42,0.488,0.559,0.551,-0.063,2015,3991,105,103.2,1.8,52.6,1.27,15.1,30.3,73.1,51.7,16.1,50.1,54,50.8,0
BOS,82,14.1,12.6,1.08,15.2,5.6,10.5,53.7,59.6,14.6,14.6,12.8,3.6,49.9,72.4,2015,transition,defense,BOS2015,BOS,East,Atlantic,82,105.7,102.5,3.2,98.5,106.8,103.6,3.2,-0.61,2.59,12.3,-0.029,48,34,0.585,0.605,0.603,-0.018,2015,3956,105.8,102.5,3.3,61.6,1.76,17.4,29,70.7,49.5,13.8,48.8,53.1,52,1
TOR,82,14.2,13.6,1.09,15.4,5.8,11,52.7,59.1,12.1,12.7,10.1,2,50.2,65.5,2015,transition,defense,TOR2015,TOR,East,Atlantic,82,102.7,98.2,4.5,92.9,110,105.2,4.8,-0.67,4.13,11.8,0.012,56,26,0.683,0.648,0.658,0.025,2015,3956,109.3,104.8,4.4,51.1,1.43,14.9,30,73.6,52,13.9,50.4,55.2,52.5,1
CHI,82,15.1,13.7,1.03,15.6,5.9,11.6,50.7,55.1,14.4,11.5,13.2,2.7,49.4,93.1,2015,transition,defense,CHI2015,CHI,East,Central,82,101.6,103.1,-1.5,95.7,105,106.5,-1.5,0.44,-1.06,12.9,0.024,42,40,0.512,0.451,0.454,0.058,2015,3981,104.1,105.5,-1.4,59.1,1.64,17,29,71.4,50.6,14.2,48.7,52.6,49.4,1
CLE,82,14.1,13.5,1.11,15.7,5.7,10.6,53.8,60,15.2,12.1,13.7,2.8,52.2,41.4,2015,transition,defense,CLE2015,CLE,East,Central,82,104.3,98.3,6,93.3,110.9,104.5,6.4,-0.24,6.16,13.9,0.054,57,25,0.695,0.698,0.677,0.018,2015,3971,110.2,103.9,6.3,58.7,1.67,17.4,29.4,74.2,51.9,14.3,52.4,55.8,52.8,1
IND,82,15.3,13.9,1.03,15.7,5.9,11.8,50.4,56,12.1,13.4,10.4,2.6,47.6,96.6,2015,transition,defense,IND2015,IND,East,Central,82,102.2,100.5,1.7,96.6,104.7,102.9,1.8,0.26,2.06,12.5,0.002,45,37,0.549,0.556,0.557,-0.008,2015,3976,103.8,102.2,1.6,55.4,1.43,16.1,27.1,71.4,49.4,15.1,49.7,53.6,51.8,0
WAS,82,14.8,13.5,1.07,15.8,5.7,10.8,53.2,58.4,14.7,14.9,12.8,2.4,50.1,79.3,2015,transition,defense,WAS2015,WAS,East,Southeast,82,104.1,104.6,-0.5,98.4,105.4,105.9,-0.5,0.6,0.1,14.8,-0.029,41,41,0.5,0.484,0.487,0.013,2015,3951,104.5,105.1,-0.5,61.9,1.69,18.1,25,73.7,49,14.5,51.1,54.4,49.7,1
MIA,82,14.6,13.8,1.09,15.9,6,11.2,53.2,59.4,13,13.1,11.6,2.8,50.3,62.1,2015,transition,defense,MIA2015,MIA,East,Southeast,82,100,98.4,1.6,93.6,106.1,104.4,1.7,-0.19,1.51,13.8,0.053,48,34,0.585,0.553,0.549,0.036,2015,3966,105.5,103.7,1.7,54.3,1.48,16.3,28,72.9,51.2,14.8,50.8,54.5,52.5,0
DEN,82,15,13.9,1.09,16.3,5.9,11.2,52.3,57.5,15.6,12.1,12.8,2.9,51,55.2,2015,transition,defense,DEN2015,DEN,West,Northwest,82,101.9,105,-3.1,95.7,105.7,108.9,-3.2,1.1,-2.1,10.8,-0.024,33,49,0.402,0.398,0.384,0.018,2015,3966,104.9,108.2,-3.3,60.1,1.55,16.9,30.4,73.2,51.3,15.1,48.9,53.1,47.9,0
MEM,82,14.8,14.1,1.11,16.5,5.9,10.8,54.8,61.6,15.8,13.7,12.5,2.5,52,44.8,2015,transition,defense,MEM2015,MEM,West,Southwest,82,99.1,101.3,-2.2,93.3,105.4,107.8,-2.4,-0.47,-2.87,14.7,-0.095,42,40,0.512,0.428,0.435,0.077,2015,3966,104.7,107.1,-2.4,56.2,1.56,16,29.8,70.9,49.5,14,47.7,52.4,48.3,1
GSW,82,14.8,13.1,1.12,16.6,6.2,11.3,55.1,60.5,14.4,12.7,12.2,3.4,52.2,37.9,2015,transition,defense,GSW2015,GSW,West,Pacific,82,114.9,104.1,10.8,99.3,114.5,103.8,10.7,-1.58,9.12,12.9,0.141,73,9,0.89,0.856,0.797,0.093,2015,3976,113.5,102.8,10.6,68,1.91,20.4,26.7,72,50.7,15,56.3,59.3,56.7,1
MIL,82,14.5,13.4,1.17,16.9,6.1,10.8,56.6,62.3,16.8,11.2,15.2,2.9,55.6,0,2015,transition,defense,MIL2015,MIL,East,Central,82,99,103.2,-4.2,94.2,104.4,108.8,-4.4,0.93,-3.47,13.5,-0.024,33,49,0.402,0.362,0.372,0.03,2015,3966,103.4,107.8,-4.5,60.3,1.52,17.6,28.6,68.9,49,15.9,49.9,53.7,48.3,1
ORL,82,14.5,13.4,1.17,16.9,6.4,11,58,64.4,13.8,13,12.7,2.8,54.2,6.9,2015,transition,defense,ORL2015,ORL,East,Southeast,82,102.1,103.7,-1.6,96,105.1,106.8,-1.7,-0.56,-2.26,13.1,-0.034,35,47,0.427,0.447,0.448,-0.021,2015,3981,104.4,106,-1.6,59.6,1.67,17.6,27.1,72.6,49.5,14.4,50,53.3,48.8,0
MIN,82,14.6,13.5,1.16,17,6.6,11.1,59.4,64.8,13.2,14,11.7,2.9,54.4,10.3,2015,transition,defense,MIN2015,MIN,West,Northwest,82,102.4,106,-3.6,95.2,106.5,110.2,-3.7,0.33,-3.37,11.7,-0.039,29,53,0.354,0.381,0.376,-0.022,2015,3976,105.4,109,-3.5,61.9,1.56,17.6,27.9,70.2,49.4,15.5,49.8,54.9,49.7,0
NYK,82,15,14.1,1.14,17.1,6.6,12.2,54.4,59.4,13,8.8,11.4,3.2,53.2,27.6,2015,transition,defense,NYK2015,NYK,East,Atlantic,82,98.2,100.9,-2.7,93.3,104.7,107.5,-2.8,0.12,-2.68,14.2,0.017,32,50,0.39,0.411,0.422,-0.032,2015,3961,103.9,106.7,-2.8,55.7,1.53,16,28,71.8,50.2,14.2,48.3,52.7,48.7,0
OKC,82,15.6,14.1,1.11,17.3,6.6,12.3,53.5,59.2,13.3,10.9,11.7,3.2,51.8,48.3,2015,transition,defense,OKC2015,OKC,West,Northwest,82,110.2,102.9,7.3,96.6,113.2,105.7,7.5,-1.17,6.33,13.5,0.109,55,27,0.671,0.74,0.711,-0.04,2015,3966,112.1,104.8,7.4,55.8,1.44,16.7,34.7,72,54.1,16.2,52.4,56.5,54.6,0
DAL,82,15.2,14.1,1.15,17.5,6.6,11.7,56.1,62.1,14.7,12.5,12.4,3.9,52.8,20.7,2015,transition,defense,DAL2015,DAL,West,Southwest,82,102.3,102.6,-0.3,94.3,106.7,107.1,-0.4,-0.64,-1.04,13.1,-0.02,42,40,0.512,0.49,0.488,0.024,2015,4001,105.5,105.9,-0.4,59.2,1.73,17,24.1,72.3,48.4,13.2,50.2,54.4,50.3,1
BKN,82,15.8,14.8,1.15,18.2,7,12.1,58.2,63.7,12.9,13.8,11.7,2.9,53.9,17.2,2015,transition,defense,BKN2015,BKN,East,Atlantic,82,98.6,106,-7.4,95.2,103.2,110.9,-7.7,0.39,-7.31,10.4,-0.062,21,61,0.256,0.256,0.229,0.027,2015,3951,102.4,109.7,-7.4,58.3,1.51,17,27.9,71.6,49.4,15.3,49.2,52.7,46,1
HOU,82,16.7,14.9,1.14,19,7.4,12.8,57.7,63.2,12.8,12.7,11.2,2.6,53.6,24.1,2015,transition,defense,HOU2015,HOU,West,Southwest,82,106.5,106.4,0.1,97.6,108.3,108.1,0.2,0.56,0.76,11.6,-0.012,41,41,0.5,0.503,0.507,-0.007,2015,3966,107.3,107.3,0,58.9,1.39,16.4,29.7,69.2,49.2,16.1,51.6,55.3,49,1
PHI,82,17.4,15.6,1.11,19.3,6.9,12.8,53.8,59.7,15.9,13.4,13.7,3,52,51.7,2015,transition,defense,PHI2015,PHI,East,Atlantic,82,97.4,107.6,-10.2,97.9,98.9,109.3,-10.4,1.16,-9.24,12.8,-0.034,10,72,0.122,0.164,0.208,-0.086,2015,3961,98.4,108.6,-10.2,59.4,1.31,16.3,25,69.3,46.6,16.5,48.7,51.9,42.8,0
LAL,82,16.6,15.4,1.17,19.4,7.5,12.8,58.8,64,14.8,11.4,12.5,3.3,55.9,3.4,2015,transition,defense,LAL2015,LAL,West,Pacific,82,97.3,106.9,-9.6,95.6,101.6,111.6,-10,1.71,-8.29,13.2,-0.091,17,65,0.207,0.184,0.224,-0.017,2015,3946,100.7,110.3,-9.7,51.3,1.31,14.1,27.1,71.2,48.4,14.2,46,50.9,42.4,0
SAC,82,17.8,15.7,1.13,20.2,7.6,13.5,55.9,62.6,13.3,13.8,11,3.3,52,31,2015,transition,defense,SAC2015,SAC,West,Pacific,82,106.6,109.1,-2.5,99.9,106,108.5,-2.5,1.13,-1.37,10.2,-0.018,33,49,0.402,0.418,0.403,-0.001,2015,3961,105.3,107.6,-2.3,61.2,1.52,17.6,28.1,71.7,50,16,51,54.6,49.4,0
PHX,82,18.1,16.5,1.15,20.8,7.6,13.3,57.1,63.5,15.4,13.3,12.8,2.6,53.7,13.8,2015,transition,defense,PHX2015,PHX,West,Pacific,82,100.9,107.5,-6.6,98.5,102.3,109,-6.7,1.45,-5.25,14.3,-0.029,23,59,0.28,0.283,0.32,-0.04,2015,3941,101.5,107.9,-6.5,55.8,1.21,15.4,29.7,73.3,50.8,17.3,48.7,52.6,45,0
DET,82,12.1,11.6,1.13,13.6,5,9.1,55.2,62.6,13.3,13,12.7,2.4,51.7,34.5,2016,transition,defense,DET2016,DET,East,Central,82,101.3,102.5,-1.2,95,106,107.2,-1.2,-0.81,-2.01,17.3,-0.04,37,45,0.451,0.46,0.472,-0.021,2016,3961,105.3,106.7,-1.4,53,1.78,16.1,28.6,77.5,51.9,12.3,49.2,52.1,48.2,1
UTA,82,12.8,12.5,1.11,14.3,5.3,9.8,54.2,59.7,14.6,11.7,12,2.9,52.3,48.3,2016,transition,defense,UTA2016,UTA,West,Northwest,82,100.7,96.8,3.9,91.5,109.6,105.3,4.3,-0.82,3.48,14.5,0.075,51,31,0.622,0.628,0.617,0.005,2016,3951,109,104.7,4.3,54.4,1.48,16.2,27,74.3,51.4,14.8,52.6,56.3,53.4,0
DAL,82,13,12.6,1.11,14.4,5.3,9.5,55.4,62.6,13.7,15.7,12.5,2.6,51,51.7,2016,transition,defense,DAL2016,DAL,West,Southwest,82,97.9,100.8,-2.9,92.2,105.6,108.8,-3.2,0.39,-2.81,16.1,-0.085,33,49,0.402,0.405,0.421,-0.019,2016,3956,104.7,107.7,-3,57.4,1.75,16.8,21.6,73.3,46.5,12.7,50.5,54.1,47.9,1
OKC,82,13.9,12.8,1.04,14.5,5.3,10.9,48.4,54.2,14.4,9.8,13.4,2.9,48.3,86.2,2016,transition,defense,OKC2016,OKC,West,Northwest,82,106.6,105.8,0.8,97.7,108.4,107.6,0.8,0.5,1.3,13.7,0.009,47,35,0.573,0.526,0.523,0.05,2016,3961,107.9,107.1,0.8,53.2,1.4,15.5,32.3,74.2,52.8,15.2,50,54,49.9,1
IND,82,13.9,12.8,1.05,14.6,5.4,10.2,52.7,59.4,12.5,16.7,11.9,3,47.3,79.3,2016,transition,defense,IND2016,IND,East,Central,82,105.1,105.3,-0.2,95.9,108.6,108.9,-0.3,-0.01,-0.31,14.2,-0.013,42,40,0.512,0.493,0.492,0.02,2016,3971,107.9,108.1,-0.2,57.2,1.63,17.2,25.5,71.3,48.8,14.1,51.6,55.8,50.5,1
MIL,82,12.9,12,1.15,14.7,5.3,9.9,53.9,59.8,16.5,10.4,15.4,4,53.1,17.2,2016,transition,defense,MIL2016,MIL,East,Central,82,103.6,103.8,-0.2,94.5,109.1,109.3,-0.2,-0.98,-1.18,14.3,0,42,40,0.512,0.493,0.494,0.018,2016,3956,108.5,108.7,-0.2,62.4,1.73,18.5,26,70.6,48.7,14.6,52.7,56.5,50.4,0
CHA,82,13.5,12.8,1.09,14.8,5.7,11,51.4,57.7,10.6,10.4,10.3,2.6,49.2,62.1,2016,transition,defense,CHA2016,CHA,East,Southeast,82,104.9,104.7,0.2,95.7,108.8,108.6,0.2,-0.22,-0.02,13.3,-0.055,36,46,0.439,0.507,0.506,-0.067,2016,3966,108.4,108.4,0,61.1,2.01,17.6,24.7,74.9,49.6,11.9,50.1,54.7,50.5,1
SAS,82,14.3,13.5,1.04,14.9,5.6,11.2,50.3,55.5,12,11.8,11.1,2,48.8,82.8,2016,transition,defense,SAS2016,SAS,West,Southwest,82,105.3,98.1,7.2,94.2,111.2,103.6,7.6,-1.17,6.43,12.9,0.043,61,21,0.744,0.737,0.721,0.023,2016,3961,110.3,102.9,7.4,60.6,1.77,18.1,28.2,73,51.1,14.1,52.4,56.4,55.1,1
MIA,82,15.2,14.1,1.03,15.6,5.5,11.4,48.6,55.3,13.2,13.7,12.1,2.3,47.1,96.6,2016,transition,defense,MIA2016,MIA,East,Southeast,82,103.2,102.1,1.1,95.2,107.8,106.7,1.1,0.5,1.6,13.1,0.024,41,41,0.5,0.536,0.534,-0.034,2016,3956,107.4,106.4,1,54.4,1.58,16.3,28.4,71.8,49.9,14,51.2,54.1,50,1
NOP,82,14.2,12.8,1.1,15.7,6,11.1,54.1,61.8,10.3,13.5,9.1,2.1,50,55.2,2016,transition,defense,NOP2016,NOP,West,Southwest,82,104.3,106.4,-2.1,98,105.3,107.4,-2.1,0.02,-2.08,13.3,-0.031,34,48,0.415,0.431,0.437,-0.022,2016,3981,104.7,106.8,-2.1,58.2,1.77,17.1,22.8,72.8,48,12.9,50.4,53.9,49.3,0
ORL,82,14,12.9,1.13,15.8,5.7,11,52.3,59.1,14.1,10.5,12.5,2.8,51.7,27.6,2016,transition,defense,ORL2016,ORL,East,Southeast,82,101.1,107.6,-6.5,96.9,103.7,110.4,-6.7,0.46,-6.24,15.2,-0.051,29,53,0.354,0.286,0.33,0.024,2016,3961,103.7,110.3,-6.5,58,1.67,16.8,26.7,72.6,49.1,13.7,48.9,52.4,46,0
POR,82,14.3,13,1.12,16,5.6,10.8,52,58.9,15.7,11.3,15,2.9,51.2,41.4,2016,transition,defense,POR2016,POR,West,Northwest,82,107.9,108.5,-0.6,96.6,110.4,110.9,-0.5,0.61,0.11,13.7,0.026,41,41,0.5,0.48,0.485,0.015,2016,3986,109.4,110,-0.6,53.4,1.54,16,26.9,72,49.6,13.9,52,55.9,49.3,1
ATL,82,15.5,14,1.04,16.1,6,12,50.3,56.7,12,13.2,11.4,2.6,47.4,93.1,2016,transition,defense,ATL2016,ATL,East,Southeast,82,103.2,104,-0.8,97.3,104.9,105.8,-0.9,-0.6,-1.5,15.2,0.001,43,39,0.524,0.474,0.476,0.048,2016,3976,104.5,105.2,-0.7,62.1,1.5,17.4,28.2,71.7,50.2,16,50.4,54.1,50.6,1
MEM,82,14.5,13.9,1.13,16.3,5.9,10.8,54.7,61.7,15.6,13.4,13.9,3.7,52,37.9,2016,transition,defense,MEM2016,MEM,West,Southwest,82,100.5,100,0.5,92.2,107.8,107.2,0.6,0.76,1.36,13.8,-0.033,43,39,0.524,0.516,0.517,0.007,2016,3981,107,106.5,0.5,58.4,1.65,16.5,29.5,73.1,50.7,13.7,49.1,53.5,50.1,1
BOS,82,15.2,13.8,1.07,16.3,6,11.5,52.1,58.8,13.6,13.9,12.1,2.9,49.4,72.4,2016,transition,defense,BOS2016,BOS,East,Atlantic,82,108,105.4,2.6,96.8,111.2,108.5,2.7,0.6,3.3,11.5,0.018,53,29,0.646,0.586,0.593,0.053,2016,3951,110.6,108,2.6,65.3,1.9,18.8,25.9,70.5,48.5,13.6,52.5,56.7,51.4,1
WAS,82,16,14.6,1.02,16.4,5.7,11.6,49.3,55.1,15.8,14.1,14.7,2.9,47.9,100,2016,transition,defense,WAS2016,WAS,East,Southeast,82,109.2,107.4,1.8,97.3,111.2,109.4,1.8,-0.54,1.26,11,-0.009,49,33,0.598,0.559,0.565,0.033,2016,3971,110.4,108.8,1.7,57.7,1.68,17.6,28.6,71.6,50.1,14.3,52.8,56.4,51.1,0
GSW,82,15.6,13.7,1.06,16.6,6.3,12.2,51.5,57.6,12,11.6,11,2.2,49.3,75.9,2016,transition,defense,GSW2016,GSW,West,Pacific,82,115.9,104.3,11.6,99.7,115.6,104,11.6,-1.14,10.46,15.9,0.109,67,15,0.817,0.882,0.768,0.049,2016,3956,114.8,103.4,11.4,70.5,2.06,21.2,27.2,70.9,50.4,14.6,56.3,59.7,57.9,1
LAC,82,14.7,13.6,1.14,16.7,5.9,11.1,53.5,60.2,15.3,11.8,13.9,2.7,52.4,20.7,2016,transition,defense,LAC2016,LAC,West,Pacific,82,108.7,104.4,4.3,96,112.8,108.4,4.4,-0.27,4.13,16,0.045,51,31,0.622,0.642,0.608,0.014,2016,3951,111.8,107.5,4.4,57,1.74,17.2,25.6,73.3,50.1,13.3,53.7,57.4,52.7,1
BKN,82,16,14,1.04,16.7,6,12.3,49.2,55.5,13.8,12.5,13.2,3,47.9,89.7,2016,transition,defense,BKN2016,BKN,East,Atlantic,82,105.8,112.5,-6.7,101.3,104,110.7,-6.7,1.12,-5.58,11.6,0.017,20,62,0.244,0.279,0.283,-0.039,2016,3951,103.6,110.1,-6.5,56.6,1.29,15.9,24.1,71.6,48.3,16.2,50.7,55.1,46,0
TOR,82,15.1,14.1,1.12,16.9,6.2,11.7,53.2,59.8,13.4,12.3,12.3,3.3,50.8,44.8,2016,transition,defense,TOR2016,TOR,East,Atlantic,82,106.9,102.6,4.3,94.7,112.3,107.9,4.4,-0.88,3.52,13.6,-0.005,51,31,0.622,0.642,0.627,-0.005,2016,3956,111.4,107.1,4.3,47.2,1.46,14.5,29.1,71.7,50.5,13.2,51.7,56.1,51.6,1
CHI,82,15.7,14.6,1.09,17.1,6.6,12.1,54.6,59.8,12.1,13,11.7,3,50.9,65.5,2016,transition,defense,CHI2016,CHI,East,Central,82,102.9,102.4,0.5,95.3,107.4,107,0.4,-0.34,0.06,15.4,-0.022,41,41,0.5,0.516,0.51,-0.01,2016,3956,106.5,106.2,0.3,58.4,1.66,16.8,31.1,73.3,51.9,14,48.7,53,50.4,0
DEN,82,15.6,14.3,1.13,17.6,6.6,12.3,53.6,59.9,12.8,10.6,11.2,2.3,52.4,31,2016,transition,defense,DEN2016,DEN,West,Northwest,82,111.7,111.2,0.5,98.3,113.3,112.7,0.6,0.15,0.75,14.1,0.042,40,42,0.488,0.516,0.517,-0.029,2016,3951,112.2,111.7,0.4,61.5,1.69,18.2,31.4,75.3,53.2,15,53,56.8,50.3,0
PHI,82,16.6,14.9,1.08,17.9,6.4,12,53.6,60.2,15.3,15.2,14.4,2.7,50.7,69,2016,transition,defense,PHI2016,PHI,East,Atlantic,82,102.4,108.1,-5.7,98.5,103.2,109,-5.8,0.4,-5.4,12.2,-0.006,28,54,0.341,0.312,0.318,0.023,2016,3966,102.7,108.2,-5.5,63.1,1.43,17.4,27.3,70.9,49,16.7,50.1,53.9,47,0
