team,games_played,possessions,frequency,points_per_poss,points,fg_made,fg_att,fg_perc,eff_fg_perc,ft_freq,tov_freq,sf_freq,and1_freq,score_freq,percentile,season,playtype,offdef
IND,82,18.2,17,1.03,18.8,6.8,16.6,41,53.6,3.7,6.2,3.5,1,40,65.5,2017,spotup,offense
NYK,82,19.2,17.5,0.97,18.7,6.7,17.4,38.9,50.6,4.1,6.2,3.8,0.8,38.3,17.2,2017,spotup,offense
POR,82,18.5,17.1,1,18.6,6.6,17.1,38.5,51.6,3,5.2,3,0.6,38,41.4,2017,spotup,offense
PHX,82,18.6,16.6,0.92,17.1,6,16.8,35.6,48.2,3.9,6.7,3.7,0.7,34.8,0,2017,spotup,offense
GSW,82,15.9,14.7,1.04,16.6,6,14.6,41,53.3,4.5,5.5,4.4,1.8,40.4,79.3,2017,spotup,offense
MIL,82,26.1,22.9,1.05,27.3,9.5,23.3,41,53.9,5.7,6.3,5.4,0.9,41,79.3,2018,spotup,offense
SAS,82,23.8,21.9,1.12,26.7,9.6,21.8,44.1,57.1,4.8,5.4,4.6,1.5,43.5,100,2018,spotup,offense
WAS,82,26.1,23,1.01,26.3,9.1,23.7,38.7,51.2,5.6,5,5.4,1.1,39.3,37.9,2018,spotup,offense
ATL,81,25.9,22,1.03,26.6,9.1,23.2,39.4,53.6,4.8,7,4.4,1.1,38.6,55.2,2018,spotup,offense
UTA,82,25,22.3,1.04,25.9,8.8,22,40.2,54.2,5.9,7.7,5.3,1.5,39.7,69,2018,spotup,offense
BOS,82,24.3,21.8,1.06,25.7,8.9,22,40.5,54,5,5.4,4.4,1,40.5,89.7,2018,spotup,offense
DAL,82,24.1,21.7,1.03,24.7,8.3,21.8,38.1,52,5.9,4.9,5.3,1.1,38.9,58.6,2018,spotup,offense
CHA,82,24.4,21.9,1.01,24.5,8.7,22.2,39.2,51.2,4.7,5.3,4.4,1.1,39.2,34.5,2018,spotup,offense
BKN,82,24.8,21.6,0.99,24.5,8.4,21.6,38.7,51.2,6.8,7.2,6.1,1,39.1,20.7,2018,spotup,offense
ORL,82,23.7,21.6,1.02,24.1,8.4,21.8,38.5,51.6,4.6,4.4,4.4,1,38.8,44.8,2018,spotup,offense
TOR,82,22.8,20.4,1.05,23.9,8.3,20.9,40,54.1,3.7,5.5,3.4,0.8,39.4,86.2,2018,spotup,offense
MIA,82,22.9,20.5,1.04,23.8,8.2,20.9,39.1,53.5,4.6,4.7,4.3,0.7,39.3,72.4,2018,spotup,offense
HOU,82,21.9,19.9,1.05,22.9,7.9,20.4,38.6,53.9,3.5,4.2,3.1,0.9,38.2,82.8,2018,spotup,offense
MIN,82,23.9,20.9,0.95,22.8,7.8,21.7,36,48.1,5.2,4.9,4.7,0.9,36.8,13.8,2018,spotup,offense
DEN,82,22,19.7,1.03,22.7,7.9,20.2,39.3,53,4.2,5,3.9,0.9,39.1,62.1,2018,spotup,offense
NOP,82,22.8,19.5,1,22.6,8.1,20.6,39.3,51.2,4.7,6.1,3.9,1.3,38.9,24.1,2018,spotup,offense
CHI,82,22.6,20.6,0.98,22.2,7.9,20.3,38.8,49.6,5.8,6,5.7,1.6,39,17.2,2018,spotup,offense
DET,82,22.1,19.9,1,22.1,7.5,20.4,36.6,50.8,3.8,4.5,3.4,0.7,36.8,31,2018,spotup,offense
OKC,81,21.2,17.9,1.02,21.7,7.4,19.3,38.4,52.8,4.5,5.4,4.1,0.8,38.4,51.7,2018,spotup,offense
CLE,82,20.8,19.1,1.02,21.2,7.4,19,38.8,52.1,4.3,5.1,3.9,0.7,38.8,48.3,2018,spotup,offense
NYK,82,22.6,20.1,0.94,21.1,7.3,20.1,36.5,48.1,5.4,6.5,4.8,0.9,36.7,3.4,2018,spotup,offense
LAC,82,19.4,17.1,1.08,21,7.2,17.5,41.3,55.5,5.3,5.3,4.4,0.9,41.3,96.6,2018,spotup,offense
PHI,82,20.8,18.1,1.01,21,7.2,18.5,38.8,51,6.5,5.8,6,1.4,39.5,41.4,2018,spotup,offense
MEM,82,22.1,20.5,0.94,20.7,7.3,20,36.5,48.4,4,6.3,3.5,0.9,36,6.9,2018,spotup,offense
PHX,82,22.1,19.7,0.92,20.4,7,19.5,36.2,47.8,5.5,7.6,5.2,1.3,36.1,0,2018,spotup,offense
GSW,82,19,17,1.04,19.7,7,17.6,39.9,53.3,4,4.2,3.5,1.1,39.6,75.9,2018,spotup,offense
POR,82,19.6,17.3,1,19.5,6.8,17.9,38.2,50.9,4.4,5,4.1,0.7,38.4,27.6,2018,spotup,offense
IND,82,18.1,16.5,1.06,19.1,6.8,16.4,41.7,55.1,4.7,6,4.1,1.2,40.9,93.1,2018,spotup,offense
SAC,82,18.5,15.9,1.03,19,6.7,17,39.3,52.9,3.9,4.8,3.6,0.7,39,65.5,2018,spotup,offense
LAL,82,19.2,16.6,0.95,18.2,6.4,17.8,36,48.5,3.2,4.5,3,0.6,35.9,10.3,2018,spotup,offense
DAL,67,27.4,24.5,1.06,29.1,10,25,40.1,54.7,4.6,5.4,4.2,1.3,39.7,96.6,2019,spotup,offense
SAS,63,26.7,24,1.04,27.6,9.8,24,41.5,53.1,6.4,7.1,6.1,1.8,41.1,69,2019,spotup,offense
HOU,64,26.6,23.1,1.01,26.9,9.2,24,37.9,52.4,3.9,6.1,3.6,0.9,37.4,44.8,2019,spotup,offense
NOP,64,26.5,22.5,1.01,26.9,9.2,24,39,52.8,5,7,4.3,1,38.3,51.7,2019,spotup,offense
MIN,64,28.3,24.1,0.95,26.8,9.2,25,36.7,48.8,5.4,7,5,0.9,36.9,13.8,2019,spotup,offense
CHA,65,25.7,23.6,0.99,25.5,8.9,23,38.5,51.3,5.5,6.8,5.3,1.7,38,34.5,2019,spotup,offense
DET,66,24.2,22.1,1.03,24.9,8.4,22,38.4,52.4,5.4,5,5.1,1.1,38.8,62.1,2019,spotup,offense
CHI,65,25.7,22.9,0.98,25.2,8.7,23,37.9,51.3,4.4,7,3.8,1,37.3,31,2019,spotup,offense
PHX,65,26,23,0.97,25.1,8.7,24,36.6,49.5,4.3,5.1,3.9,0.6,37,24.1,2019,spotup,offense
PHI,65,23.9,21.5,1.03,24.5,8.6,22,39.4,53.2,4.3,5.5,4.1,1,39,58.6,2019,spotup,offense
WAS,64,23.4,20.3,1.05,24.6,8.5,21,40.1,53.4,5.6,4.8,5,0.9,40.9,86.2,2019,spotup,offense
UTA,64,22.5,20.6,1.09,24.4,8.6,20,42.9,57.8,4,7.7,3.8,0.7,41.3,100,2019,spotup,offense
MIL,65,22.4,19.4,1.06,23.8,8.1,20,40.4,54.4,5.6,6,5.2,1.3,40.5,93.1,2019,spotup,offense
SAC,64,23,20.9,1.04,24,8.4,21,39.8,53.4,3.9,5.1,3.7,0.9,39.5,75.9,2019,spotup,offense
ATL,67,24.8,21.3,0.92,22.8,7.9,22,35.6,47.9,4,7.2,3.5,0.9,34.8,0,2019,spotup,offense
BKN,64,25,21.7,0.95,23.6,8.2,22,36.9,49.9,3.8,7.8,3.6,0.4,36,10.3,2019,spotup,offense
TOR,64,23.2,20.8,1.01,23.4,8,21,37.7,52,3.9,5.9,3.6,0.9,37.4,48.3,2019,spotup,offense
OKC,64,24.3,22.3,0.97,23.4,8.2,21,38.2,50,5.7,7.2,5.4,1.2,38.1,20.7,2019,spotup,offense
DEN,65,22.3,20.1,1.03,22.9,8,20,39.3,52.7,5.1,5,4.8,1.1,39.5,55.2,2019,spotup,offense
LAC,64,21.9,19.1,1.06,23.2,8,20,39.7,54.5,3.6,5.4,3.3,0.9,39,89.7,2019,spotup,offense
MEM,65,22.7,19.8,1,22.8,8,20,39.8,52.4,5.6,7.5,5.3,0.9,39.4,41.4,2019,spotup,offense
MIA,65,21.4,19.6,1.04,22.3,7.5,19,38.8,53.9,4.1,5.9,3.9,0.8,38.3,79.3,2019,spotup,offense
IND,65,20.9,19.2,1.03,21.5,7.7,19,40.4,53.2,3.8,5.8,3.5,0.8,39.8,65.5,2019,spotup,offense
CLE,65,21.2,18.9,1,21.2,7.3,19,38,52.7,3.4,6.8,3.1,0.6,37.1,37.9,2019,spotup,offense
NYK,66,22.5,19.9,0.92,20.8,7.2,21,34.9,46.9,4.4,5.3,4.2,0.9,35.2,6.9,2019,spotup,offense
LAL,63,20.7,18.4,1.04,21.6,7.4,19,39.7,53.7,4.4,6.1,4.3,1,39.3,72.4,2019,spotup,offense
BOS,64,21.8,19.3,0.97,21.2,7.4,19,38.1,50.4,5,6.9,4.2,0.8,37.9,27.6,2019,spotup,offense
GSW,65,21.6,19.3,0.95,20.6,7.2,19,37.4,48.6,6.4,6.5,6.3,1.5,38.1,17.2,2019,spotup,offense
POR,66,18.9,16.8,1.05,19.8,7,18,39.4,54,2.5,4.6,2.6,0.7,38.6,82.8,2019,spotup,offense
ORL,65,20.6,18.7,0.92,18.9,6.6,19,35.2,46.8,4.6,5.5,4.3,1.4,35.2,3.4,2019,spotup,offense
DET,82,12.6,11.9,1.03,12.9,4.7,9.2,50.9,56.9,13.8,14.7,12.4,2.2,48.2,100,2015,transition,defense
CHA,82,13,12.2,1.07,13.9,5.2,10.1,51.7,56.9,13.7,11.6,12.6,2.9,50.2,75.9,2015,transition,defense
SAS,82,13.5,12.9,1.04,14,5.3,10,52.8,58.2,13,14.7,11.5,2.1,49.2,89.7,2015,transition,defense
LAC,82,13.6,12.4,1.06,14.4,5.2,10.1,51.2,56.5,16.1,12.8,14.1,3.3,50.1,82.8,2015,transition,defense
ATL,82,13.8,12.4,1.06,14.6,5.4,10.6,51.2,56.1,13.2,12.1,11.4,2.2,49.7,86.2,2015,transition,defense
NOP,82,13,12.1,1.13,14.7,5.3,9.6,55.5,62,15.2,14.5,13.5,3.4,52.4,34.5,2015,transition,defense
POR,82,13.9,12.8,1.09,15.1,5.3,10.2,51.7,58.4,16.8,12.5,14.9,3.3,50.2,58.6,2015,transition,defense
UTA,82,14,13.6,1.08,15.1,5.8,10.5,54.8,59.2,14.3,13.6,11.8,2.9,51.7,69,2015,transition,defense
BOS,82,14.1,12.6,1.08,15.2,5.6,10.5,53.7,59.6,14.6,14.6,12.8,3.6,49.9,72.4,2015,transition,defense
TOR,82,14.2,13.6,1.09,15.4,5.8,11,52.7,59.1,12.1,12.7,10.1,2,50.2,65.5,2015,transition,defense
CHI,82,15.1,13.7,1.03,15.6,5.9,11.6,50.7,55.1,14.4,11.5,13.2,2.7,49.4,93.1,2015,transition,defense
CLE,82,14.1,13.5,1.11,15.7,5.7,10.6,53.8,60,15.2,12.1,13.7,2.8,52.2,41.4,2015,transition,defense
IND,82,15.3,13.9,1.03,15.7,5.9,11.8,50.4,56,12.1,13.4,10.4,2.6,47.6,96.6,2015,transition,defense
WAS,82,14.8,13.5,1.07,15.8,5.7,10.8,53.2,58.4,14.7,14.9,12.8,2.4,50.1,79.3,2015,transition,defense
MIA,82,14.6,13.8,1.09,15.9,6,11.2,53.2,59.4,13,13.1,11.6,2.8,50.3,62.1,2015,transition,defense
DEN,82,15,13.9,1.09,16.3,5.9,11.2,52.3,57.5,15.6,12.1,12.8,2.9,51,55.2,2015,transition,defense
MEM,82,14.8,14.1,1.11,16.5,5.9,10.8,54.8,61.6,15.8,13.7,12.5,2.5,52,44.8,2015,transition,defense
GSW,82,14.8,13.1,1.12,16.6,6.2,11.3,55.1,60.5,14.4,12.7,12.2,3.4,52.2,37.9,2015,transition,defense
MIL,82,14.5,13.4,1.17,16.9,6.1,10.8,56.6,62.3,16.8,11.2,15.2,2.9,55.6,0,2015,transition,defense
ORL,82,14.5,13.4,1.17,16.9,6.4,11,58,64.4,13.8,13,12.7,2.8,54.2,6.9,2015,transition,defense
MIN,82,14.6,13.5,1.16,17,6.6,11.1,59.4,64.8,13.2,14,11.7,2.9,54.4,10.3,2015,transition,defense
NYK,82,15,14.1,1.14,17.1,6.6,12.2,54.4,59.4,13,8.8,11.4,3.2,53.2,27.6,2015,transition,defense
OKC,82,15.6,14.1,1.11,17.3,6.6,12.3,53.5,59.2,13.3,10.9,11.7,3.2,51.8,48.3,2015,transition,defense
DAL,82,15.2,14.1,1.15,17.5,6.6,11.7,56.1,62.1,14.7,12.5,12.4,3.9,52.8,20.7,2015,transition,defense
BKN,82,15.8,14.8,1.15,18.2,7,12.1,58.2,63.7,12.9,13.8,11.7,2.9,53.9,17.2,2015,transition,defense
HOU,82,16.7,14.9,1.14,19,7.4,12.8,57.7,63.2,12.8,12.7,11.2,2.6,53.6,24.1,2015,transition,defense
PHI,82,17.4,15.6,1.11,19.3,6.9,12.8,53.8,59.7,15.9,13.4,13.7,3,52,51.7,2015,transition,defense
LAL,82,16.6,15.4,1.17,19.4,7.5,12.8,58.8,64,14.8,11.4,12.5,3.3,55.9,3.4,2015,transition,defense
SAC,82,17.8,15.7,1.13,20.2,7.6,13.5,55.9,62.6,13.3,13.8,11,3.3,52,31,2015,transition,defense
PHX,82,18.1,16.5,1.15,20.8,7.6,13.3,57.1,63.5,15.4,13.3,12.8,2.6,53.7,13.8,2015,transition,defense
DET,82,12.1,11.6,1.13,13.6,5,9.1,55.2,62.6,13.3,13,12.7,2.4,51.7,34.5,2016,transition,defense
UTA,82,12.8,12.5,1.11,14.3,5.3,9.8,54.2,59.7,14.6,11.7,12,2.9,52.3,48.3,2016,transition,defense
DAL,82,13,12.6,1.11,14.4,5.3,9.5,55.4,62.6,13.7,15.7,12.5,2.6,51,51.7,2016,transition,defense
OKC,82,13.9,12.8,1.04,14.5,5.3,10.9,48.4,54.2,14.4,9.8,13.4,2.9,48.3,86.2,2016,transition,defense
IND,82,13.9,12.8,1.05,14.6,5.4,10.2,52.7,59.4,12.5,16.7,11.9,3,47.3,79.3,2016,transition,defense
MIL,82,12.9,12,1.15,14.7,5.3,9.9,53.9,59.8,16.5,10.4,15.4,4,53.1,17.2,2016,transition,defense
CHA,82,13.5,12.8,1.09,14.8,5.7,11,51.4,57.7,10.6,10.4,10.3,2.6,49.2,62.1,2016,transition,defense
SAS,82,14.3,13.5,1.04,14.9,5.6,11.2,50.3,55.5,12,11.8,11.1,2,48.8,82.8,2016,transition,defense
MIA,82,15.2,14.1,1.03,15.6,5.5,11.4,48.6,55.3,13.2,13.7,12.1,2.3,47.1,96.6,2016,transition,defense
NOP,82,14.2,12.8,1.1,15.7,6,11.1,54.1,61.8,10.3,13.5,9.1,2.1,50,55.2,2016,transition,defense
ORL,82,14,12.9,1.13,15.8,5.7,11,52.3,59.1,14.1,10.5,12.5,2.8,51.7,27.6,2016,transition,defense
POR,82,14.3,13,1.12,16,5.6,10.8,52,58.9,15.7,11.3,15,2.9,51.2,41.4,2016,transition,defense
ATL,82,15.5,14,1.04,16.1,6,12,50.3,56.7,12,13.2,11.4,2.6,47.4,93.1,2016,transition,defense
MEM,82,14.5,13.9,1.13,16.3,5.9,10.8,54.7,61.7,15.6,13.4,13.9,3.7,52,37.9,2016,transition,defense
BOS,82,15.2,13.8,1.07,16.3,6,11.5,52.1,58.8,13.6,13.9,12.1,2.9,49.4,72.4,2016,transition,defense
WAS,82,16,14.6,1.02,16.4,5.7,11.6,49.3,55.1,15.8,14.1,14.7,2.9,47.9,100,2016,transition,defense
GSW,82,15.6,13.7,1.06,16.6,6.3,12.2,51.5,57.6,12,11.6,11,2.2,49.3,75.9,2016,transition,defense
LAC,82,14.7,13.6,1.14,16.7,5.9,11.1,53.5,60.2,15.3,11.8,13.9,2.7,52.4,20.7,2016,transition,defense
BKN,82,16,14,1.04,16.7,6,12.3,49.2,55.5,13.8,12.5,13.2,3,47.9,89.7,2016,transition,defense
TOR,82,15.1,14.1,1.12,16.9,6.2,11.7,53.2,59.8,13.4,12.3,12.3,3.3,50.8,44.8,2016,transition,defense
CHI,82,15.7,14.6,1.09,17.1,6.6,12.1,54.6,59.8,12.1,13,11.7,3,50.9,65.5,2016,transition,defense
DEN,82,15.6,14.3,1.13,17.6,6.6,12.3,53.6,59.9,12.8,10.6,11.2,2.3,52.4,31,2016,transition,defense
PHI,82,16.6,14.9,1.08,17.9,6.4,12,53.6,60.2,15.3,15.2,14.4,2.7,50.7,69,2016,transition,defense
NYK,82,16.6,15.1,1.09,18.1,6.6,12.7,52.3,58.5,14.1,11.7,12.8,2.2,51.2,58.6,2016,transition,defense
HOU,82,16.6,14.7,1.13,18.8,7.4,12.8,57.6,63.1,11.9,13.5,11.3,2.8,53,24.1,2016,transition,defense
CLE,82,16.1,14.7,1.18,18.9,7.1,12.7,56.3,63.2,12.1,11.4,11.8,2.4,53.7,0,2016,transition,defense
SAC,82,16.4,15.3,1.16,18.9,6.9,12.4,55.7,63.2,14.1,12.5,13.1,2.5,52.9,10.3,2016,transition,defense
MIN,82,16.4,15.3,1.17,19.2,7.4,13,56.7,63.6,11.6,11.6,11.2,2.6,53.5,3.4,2016,transition,defense
PHX,82,16.8,14.9,1.15,19.4,7,12.5,56,63.6,15.9,13.6,14.1,4.1,52.3,13.8,2016,transition,defense
LAL,82,16.8,15.3,1.17,19.6,7.5,12.9,58.6,65.2,12.1,14.1,11.4,3,53.3,6.9,2016,transition,defense
UTA,82,13.2,12.4,1.08,14.3,5.3,9.9,53.4,59.6,13.8,13.2,12.3,2,50.6,58.6,2017,transition,defense
MIL,82,13.3,12.3,1.14,15.2,5.4,10,54.4,61.2,15.1,12.5,13,2.7,52.6,6.9,2017,transition,defense
DAL,82,14.8,14,1.08,16,6,11.2,53.6,60,11.9,14.8,10.8,2.5,49.7,62.1,2017,transition,defense
POR,82,15,14,1.08,16.2,5.8,11.4,50.7,58,14.2,12.6,13.5,2.9,49,65.5,2017,transition,defense
BOS,82,15.7,14.6,1.04,16.4,6.1,12,50.8,57.4,12.5,13.9,11.2,2.9,47.8,89.7,2017,transition,defense
OKC,82,14.7,13.6,1.13,16.5,6.2,11.5,53.5,61.2,12.3,12.2,11.1,3.4,50.3,13.8,2017,transition,defense
CHA,82,14.7,13.6,1.13,16.6,6.3,11.7,53.5,60.4,12.5,11.9,11.2,4.1,50.7,20.7,2017,transition,defense
IND,82,15.8,14.7,1.05,16.6,6.4,12.2,52,58.7,10.9,14.5,9.8,2.7,48,82.8,2017,transition,defense
DET,82,15.5,14.5,1.07,16.6,6.2,12,51.8,58.5,12.1,13.6,11,3.8,48.2,72.4,2017,transition,defense
SAS,82,15.8,14.9,1.06,16.8,6.4,12.2,52.2,58.1,11.9,13,11.1,2.6,49,79.3,2017,transition,defense
TOR,82,16.4,15,1.03,16.8,6.2,12.5,49.9,56.1,13.3,13.1,11.6,2.7,47.6,100,2017,transition,defense
MIA,82,15.6,14.6,1.08,16.8,6.1,12.1,50.4,57.1,12.9,11.9,11.4,2.5,49,69,2017,transition,defense
BKN,82,16.2,14.6,1.04,16.9,6.3,12.7,49.9,55.1,13.3,11.8,12.2,3.2,48.1,96.6,2017,transition,defense
CHI,82,15,13.9,1.15,17.3,6.4,11.6,55.6,63,13.8,12.5,12.8,3.6,52.2,0,2017,transition,defense
MEM,82,15.7,14.9,1.11,17.4,6.3,11.7,54,61,13.9,14.8,11.6,3.2,50.5,41.4,2017,transition,defense
ATL,82,16.7,15.2,1.05,17.4,6.5,12.8,51.2,58.3,11.2,15.3,10.5,3.1,46.8,86.2,2017,transition,defense
LAL,82,15.9,14.1,1.1,17.5,6.4,12,53.5,60.7,13.9,13.7,12.7,3.1,50.3,44.8,2017,transition,defense
SAC,82,15.9,15.1,1.12,17.9,6.6,12,54.8,62.3,14.4,13.6,12.9,3.2,51.8,27.6,2017,transition,defense
ORL,82,16,14.5,1.13,18,6.7,12.4,53.8,60.7,14.3,12.2,13.5,4.2,51.4,17.2,2017,transition,defense
WAS,82,16.9,15.6,1.07,18.1,6.8,13.1,51.7,57.4,13.3,12.1,12.8,3.2,49.6,75.9,2017,transition,defense
DEN,82,16.1,14.8,1.15,18.6,7.2,12.7,56.7,63.8,11,12.9,9.8,3,52.3,3.4,2017,transition,defense
PHI,82,17.9,16,1.04,18.6,6.5,13.4,48.2,54.8,16.1,12.3,14.6,3.2,48,93.1,2017,transition,defense
NYK,82,17.4,15.9,1.09,18.8,7,13.4,52,58.2,14.3,12.3,13.2,3.6,50.2,55.2,2017,transition,defense
GSW,82,17.3,15.4,1.09,18.9,7.1,13.8,51.4,58.3,12.3,11,11.2,3,49.8,51.7,2017,transition,defense
LAC,82,17.3,15.6,1.11,19.1,7,13.3,52.5,58.7,13.7,11.6,12.7,2.5,51.3,37.9,2017,transition,defense
NOP,82,17.1,15,1.12,19.2,7.2,13.4,53.7,61.1,12.6,12.7,10.8,3.6,50.4,24.1,2017,transition,defense
CLE,82,17.3,15.9,1.11,19.2,7.4,13.8,54,61.3,10.1,12.4,9.2,2,50.5,34.5,2017,transition,defense
HOU,82,17.6,16.3,1.1,19.3,7.5,13.9,53.5,59.5,11.5,12.8,10.2,3.6,49.9,48.3,2017,transition,defense
MIN,82,18.1,16.8,1.12,20.1,7.6,13.8,55.2,61.7,12.6,14,11.3,3,51,31,2017,transition,defense
PHX,82,18.2,16.3,1.14,20.7,7.6,14,54.1,61.1,14.2,12.4,12.3,3.2,51.6,10.3,2017,transition,defense
MIL,82,15.8,13.7,0.97,15.3,5.5,12.2,45.3,51.9,12.2,12.9,11.7,2.6,43.7,100,2018,transition,defense
ORL,82,14.9,13.6,1.07,15.9,6,11.6,51.9,58.7,10.7,13,9.5,1.9,49.1,79.3,2018,transition,defense
IND,82,16.4,14.9,1.04,17,6.4,12.6,51,57.8,11.6,14.5,10.5,2.7,47.1,96.6,2018,transition,defense
OKC,81,16.2,14.1,1.07,17.4,6.3,12.4,50.9,58.9,13.2,13.4,10.9,2.8,48.3,75.9,2018,transition,defense
UTA,82,14.9,13.4,1.16,17.3,6.2,11.4,54.2,61.7,15,11.1,12.8,2.9,53.2,6.9,2018,transition,defense
CHI,82,16,14.3,1.11,17.8,6.5,12.2,53.4,60.6,13,13,11.5,2.5,50.8,27.6,2018,transition,defense
POR,82,16.9,15.2,1.06,18,6.5,13.1,50,57.5,12.8,12.7,11.8,2.9,47.8,82.8,2018,transition,defense
BOS,82,16.6,14.7,1.09,18.1,6.7,12.7,52.6,59.7,13.2,13.1,12.3,2.6,49.9,58.6,2018,transition,defense
CHA,82,16.9,15.2,1.08,18.2,6.9,13.5,50.9,57.5,11.3,11.3,10.5,2.9,48.8,69,2018,transition,defense
MEM,82,17,15.7,1.08,18.5,6.8,13,52.2,59.3,12.9,13,10.8,2.4,49.5,62.1,2018,transition,defense
MIA,82,17.5,15.9,1.06,18.5,6.5,13.1,49.4,57.7,14.3,13.7,13.2,2.9,47.9,86.2,2018,transition,defense
DEN,82,16.6,15.2,1.12,18.6,7.2,13.1,54.5,60.6,12,11.5,11.3,2.9,51.3,17.2,2018,transition,defense
GSW,82,17.7,15.5,1.06,18.7,6.8,14,48.5,56.3,12.3,11.2,10.8,2.8,47.4,89.7,2018,transition,defense
LAC,82,17.1,14.8,1.1,18.8,6.9,13.2,52.3,58.6,14.4,11.4,11.9,3.5,50.8,44.8,2018,transition,defense
DET,82,17.5,16.1,1.08,18.9,7.2,13.2,54.2,59.8,13.7,13.4,12.1,2.8,50.5,65.5,2018,transition,defense
DAL,82,17.4,15.7,1.11,19.4,7.1,13.5,52.7,60,13.8,12.3,12.2,4,50.2,31,2018,transition,defense
NYK,82,17.7,15.7,1.1,19.4,7.1,13.8,51.1,58.4,14,11.6,12.8,3.8,49.6,48.3,2018,transition,defense
TOR,82,17.6,15.6,1.11,19.5,7.3,13.7,53.7,61.2,11.5,14.1,10.5,3.2,49.8,41.4,2018,transition,defense
SAS,82,16.4,14.9,1.19,19.5,7.3,13.2,55.4,63.2,12.8,10.6,11.9,3.6,53.2,0,2018,transition,defense
BKN,82,18.4,16,1.07,19.7,7.1,14.3,49.3,56.3,14.2,10.8,12.9,3,48.8,72.4,2018,transition,defense
NOP,82,18,15.5,1.11,19.9,7.7,14.1,54.4,61.6,10.8,13.4,9.8,2.8,50.1,37.9,2018,transition,defense
HOU,82,18.5,16.6,1.11,20.5,7.7,13.9,55.4,62.3,12.7,14.4,11,2.7,50.8,34.5,2018,transition,defense
CLE,82,17.4,16.1,1.19,20.6,7.7,13.8,56.1,63.1,13.1,11,11.6,3.8,53.5,3.4,2018,transition,defense
LAL,82,18.3,15.8,1.13,20.6,7.6,14.4,52.6,60.2,12.1,11.2,10.8,2.3,50.7,13.8,2018,transition,defense
SAC,82,18.9,16.3,1.09,20.7,7.8,14.8,52.6,59.1,12.8,12.7,11.6,3.6,49.6,55.2,2018,transition,defense
PHI,82,19.7,17.3,1.05,20.8,7.3,14.5,50.3,56.7,15.3,13.8,14,2.9,48.7,93.1,2018,transition,defense
MIN,82,19.1,16.8,1.1,20.9,7.8,14.8,52.8,60.8,11.7,13.8,10.9,2.9,49.3,51.7,2018,transition,defense
WAS,82,19,16.5,1.12,21.2,7.9,14.7,53.9,61.2,12.6,12.9,12.3,2.8,51.1,24.1,2018,transition,defense
PHX,82,19,16.6,1.12,21.3,7.6,13.9,54.9,62.2,15.4,14.1,13.4,2.6,52,20.7,2018,transition,defense
ATL,81,20.7,17.7,1.14,23.6,8.4,15.6,54,61.8,15.6,12.4,13.9,3.4,52.2,10.3,2018,transition,defense
ORL,65,14.8,13.6,1.09,16.2,6.2,11.7,53.2,60.4,10.8,13.5,10,3.4,48.8,65.5,2019,transition,defense
IND,65,16.1,14.5,1.05,17,6.1,12.3,50.1,55.9,13.7,12.5,12.6,2.3,49,96.6,2019,transition,defense
MIA,65,15.3,13.9,1.11,17,6.2,11.9,52.1,59.2,13.9,12.1,12.5,3.9,49.7,51.7,2019,transition,defense
LAC,64,16.2,14.1,1.07,17.4,6.2,12.2,50.7,58.1,14.2,12.9,13,2.7,48.9,82.8,2019,transition,defense
OKC,64,15.6,14,1.13,17.5,6.5,12.4,52.7,61.2,10.6,12.6,9.7,3,49.2,27.6,2019,transition,defense
BOS,64,16.4,14.6,1.08,17.6,6.3,12.6,49.8,57.3,13.6,11.7,11.9,2.3,48.8,75.9,2019,transition,defense
SAS,63,15.3,13.7,1.18,18,6.7,12.3,54.4,62,13.1,9.9,11.7,2.9,52.8,0,2019,transition,defense
SAC,64,16,14.6,1.12,18,6.7,12.9,51.8,59.2,12,10.3,10.5,2.5,50.3,37.9,2019,transition,defense
UTA,64,15.7,14.3,1.15,18.1,6.8,12.4,55.1,62.1,12.6,11,11.2,2.6,52.3,17.2,2019,transition,defense
TOR,64,17.5,15.4,1.04,18.2,6.8,13.6,50,57.7,10.7,14.2,9.5,2.7,46.1,100,2019,transition,defense
CHA,65,16.6,15.3,1.11,18.4,7.1,13.1,53.9,60.3,11.9,12.2,10.6,3.1,50.6,48.3,2019,transition,defense
CHI,65,17.1,15.4,1.08,18.5,6.5,12.4,52.3,59.2,16.1,15,14.8,3.3,49.5,69,2019,transition,defense
PHI,65,17,15.5,1.11,18.9,6.8,12.7,53.6,60.8,15.6,12.9,13.7,3.3,51.5,44.8,2019,transition,defense
PHX,65,17.9,15.9,1.06,18.9,7,13.7,50.8,58,12.1,13.8,10.8,2.7,48.2,93.1,2019,transition,defense
MIL,65,17.8,15.3,1.07,19,6.9,13.9,49.8,58.9,11.1,13.5,10.4,2.8,46.8,86.2,2019,transition,defense
BKN,64,18.2,15.9,1.06,19.4,7.1,14.3,49.8,57.2,11.9,11.9,10.2,2.5,48.4,89.7,2019,transition,defense
DEN,65,17,15.5,1.12,19.1,7.1,13.6,52,58.7,13,9.6,11.5,2.8,51.5,34.5,2019,transition,defense
DET,66,17.7,16.2,1.08,19,7.3,14,52.4,58.4,11.6,12.4,10.7,3.1,49.4,72.4,2019,transition,defense
MEM,65,18,15.6,1.08,19.4,7.2,14,51.9,59.1,12.1,13.7,10.8,3.5,48.5,79.3,2019,transition,defense
